ID1,Business Process 1,ID2,Business Process 2,Obligation
20,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1020,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
21,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1021,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
22,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1022,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
23,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1023,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
24,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1024,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
25,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1025,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
26,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1026,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
27,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1027,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
28,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1028,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
29,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1029,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
30,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1030,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
31,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1031,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
32,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1032,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
33,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1033,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
34,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1034,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
35,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1035,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
36,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1036,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
37,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1037,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
38,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1038,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
39,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1039,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
40,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1040,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
41,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1041,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
42,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1042,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
43,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1043,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
44,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1044,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
45,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1045,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
46,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1046,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
47,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1047,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
48,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1048,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
49,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1049,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
50,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1050,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
51,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1051,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
52,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1052,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
53,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1053,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
54,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1054,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
55,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1055,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
56,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1056,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
57,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1057,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
58,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1058,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
59,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1059,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
60,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1060,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
61,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1061,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
62,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1062,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
63,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1063,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
64,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1064,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
65,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1065,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
66,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1066,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
67,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1067,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
68,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1068,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
69,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1069,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
70,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1070,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
71,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1071,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
72,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1072,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
73,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1073,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
74,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1074,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
75,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1075,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
76,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1076,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
77,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1077,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
